section_type,section_number,class_number,open_seats,total_seats,reserved,percent,timestamp
Lecture,01,6478,0,50,No,100,"2021-07-20 20:03:32.585557"
Lecture,01,6108,0,18,No,100,"2021-07-20 20:03:32.585568"
Lecture,01,6092,41,125,No,67.2,"2021-07-20 20:03:32.585577"
Lecture,01,6017,0,25,No,100,"2021-07-20 20:03:32.585587"
Lecture,01,6104,0,30,No,100,"2021-07-20 20:03:32.585597"
SEM,01,6121,0,15,No,100,"2021-07-20 20:03:32.585606"
Lecture,01,6141,0,30,No,100,"2021-07-20 20:03:32.585615"
Lecture,01,8915,0,30,No,100,"2021-07-20 20:03:32.585624"
Lecture,01,6408,1,18,No,94.4444444444444,"2021-07-20 20:03:32.585634"
IND,01,6020,1,1,No,0,"2021-07-20 20:03:32.585644"
IND,01,6022,0,1,No,100,"2021-07-20 20:03:32.585653"
IND,02,10459,1,1,No,0,"2021-07-20 20:03:32.585662"
IND,01,6019,1,1,No,0,"2021-07-20 20:03:32.585670"
IND,02,10460,1,1,No,0,"2021-07-20 20:03:32.585679"
IND,03,10461,1,1,No,0,"2021-07-20 20:03:32.585687"
IND,04,10462,1,1,No,0,"2021-07-20 20:03:32.585695"
IND,01,6021,0,1,No,100,"2021-07-20 20:03:32.585703"
IND,02,10463,1,1,No,0,"2021-07-20 20:03:32.585725"
IND,03,10464,1,1,No,0,"2021-07-20 20:03:32.585736"
IND,04,10465,1,1,No,0,"2021-07-20 20:03:32.585746"
IND,05,10466,1,1,No,0,"2021-07-20 20:03:32.585755"
Lecture,001,6143,0,14,No,100,"2021-07-20 20:03:32.585765"
Discussion,01D,6144,0,14,No,100,"2021-07-20 20:03:32.585776"
Lecture,01,8013,0,20,No,100,"2021-07-20 20:03:32.585786"
Lecture,01,6007,10,15,No,33.3333333333333,"2021-07-20 20:03:32.585797"
Lecture,01,6018,2,25,No,92,"2021-07-20 20:03:32.585809"
Lecture,01,6014,0,15,No,100,"2021-07-20 20:03:32.585821"
IND,01,6066,0,1,No,100,"2021-07-20 20:03:32.585833"
IND,02,10467,1,1,No,0,"2021-07-20 20:03:32.585855"
IND,03,10468,1,1,No,0,"2021-07-20 20:03:32.585867"
IND,04,10469,1,1,No,0,"2021-07-20 20:03:32.585877"
IND,05,10470,1,1,No,0,"2021-07-20 20:03:32.585887"
IND,01,6127,0,1,No,100,"2021-07-20 20:03:32.585897"
IND,02,10471,1,1,No,0,"2021-07-20 20:03:32.585907"
IND,03,10472,1,1,No,0,"2021-07-20 20:03:32.585918"
SEM,01,6024,0,12,No,100,"2021-07-20 20:03:32.585928"
SEM,02,6025,10,12,No,16.6666666666667,"2021-07-20 20:03:32.585938"
SEM,03,6026,8,12,No,33.3333333333333,"2021-07-20 20:03:32.585947"
Lecture,001,6113,26,350,No,92.5714285714286,"2021-07-20 20:17:15.440125"
Discussion,01D,6114,1,70,No,98.5714285714286,"2021-07-20 20:17:15.440164"
Discussion,02D,6115,24,70,No,65.7142857142857,"2021-07-20 20:17:15.440173"
Discussion,03D,6116,0,70,No,100,"2021-07-20 20:17:15.440183"
Discussion,04D,6117,1,70,No,98.5714285714286,"2021-07-20 20:17:15.440192"
Discussion,05D,6118,0,70,No,100,"2021-07-20 20:17:15.440201"
Lecture,001,6130,17,150,No,88.6666666666667,"2021-07-20 20:17:15.440210"
Discussion,01D,6131,10,30,No,66.6666666666667,"2021-07-20 20:17:15.440219"
Discussion,02D,6132,0,30,No,100,"2021-07-20 20:17:15.440228"
Discussion,03D,6133,0,30,No,100,"2021-07-20 20:17:15.440236"
Discussion,04D,6134,7,30,No,76.6666666666667,"2021-07-20 20:17:15.440243"
Discussion,05D,6135,0,30,No,100,"2021-07-20 20:17:15.440250"
SEM,01,7296,0,18,No,100,"2021-07-20 20:17:15.440256"
Lecture,01,6448,59,150,No,60.6666666666667,"2021-07-20 20:17:15.440261"
Lecture,01,6009,36,150,No,76,"2021-07-20 20:17:15.440268"
SEM,01,6010,0,18,No,100,"2021-07-20 20:17:15.440277"
SEM,02,6011,0,18,No,100,"2021-07-20 20:17:15.440284"
Lecture,001,6036,117,250,No,53.2,"2021-07-20 20:17:15.440292"
Discussion,01D,6037,21,50,No,58.0,"2021-07-20 20:17:15.440300"
Discussion,02D,6038,39,50,No,22,"2021-07-20 20:17:15.440306"
Discussion,03D,6039,36,50,No,28.0,"2021-07-20 20:17:15.440311"
Discussion,04D,6040,18,50,No,64,"2021-07-20 20:17:15.440316"
Discussion,05D,6041,3,50,No,94,"2021-07-20 20:17:15.440321"
Lecture,001,6138,0,75,No,100,"2021-07-20 20:17:15.440327"
Discussion,01D,6139,0,37,No,100,"2021-07-20 20:17:15.440332"
Discussion,02D,6140,0,38,No,100,"2021-07-20 20:17:15.440337"
Lecture,001,6042,76,150,No,49.3333333333333,"2021-07-20 20:17:15.440342"
Discussion,01D,6043,15,30,No,50,"2021-07-20 20:17:15.440348"
Discussion,02D,6044,15,30,No,50,"2021-07-20 20:17:15.440353"
Discussion,03D,6045,27,30,No,10,"2021-07-20 20:17:15.440359"
Discussion,04D,6046,11,30,No,63.3333333333333,"2021-07-20 20:17:15.440364"
Discussion,05D,6047,8,30,No,73.3333333333333,"2021-07-20 20:17:15.440369"
Lecture,001,6048,49,150,No,67.3333333333333,"2021-07-20 20:17:15.440374"
Discussion,01D,6049,0,30,No,100,"2021-07-20 20:17:15.440380"
Discussion,02D,6050,12,30,No,60,"2021-07-20 20:17:15.440385"
Discussion,03D,6051,0,30,No,100,"2021-07-20 20:17:15.440391"
Discussion,04D,6052,10,30,No,66.6666666666667,"2021-07-20 20:17:15.440396"
Discussion,05D,6053,27,30,No,10,"2021-07-20 20:17:15.440401"
Lecture,01,8068,2,25,No,92,"2021-07-20 20:17:15.440407"
SEM,01,8892,0,16,No,100,"2021-07-20 20:17:15.440413"
Lecture,01,10079,0,179,No,100,"2021-07-20 20:17:15.440419"
SEM,01,6123,0,15,No,100,"2021-07-20 20:17:15.440424"
Lecture,01,6126,92,240,No,61.6666666666667,"2021-07-20 20:17:15.440430"
Lecture,01,4204,0,30,No,100,"2021-07-20 20:17:15.440435"
Lecture,01,7973,0,20,No,100,"2021-07-20 20:17:15.440441"
Lecture,01,8193,36,40,No,10,"2021-07-20 20:17:15.440447"
Lecture,01,6101,0,30,No,100,"2021-07-20 20:17:15.440456"
Lecture,01,6012,0,30,No,100,"2021-07-20 20:17:15.440464"
SEM,01,6128,0,18,No,100,"2021-07-20 20:17:15.440472"
Lecture,01,7966,0,50,No,100,"2021-07-20 20:17:15.440482"
Lecture,02,7967,0,42,No,100,"2021-07-20 20:17:15.440493"
Lecture,01,8676,0,30,No,100,"2021-07-20 20:17:15.440501"
Lecture,01,8942,0,35,No,100,"2021-07-20 20:17:15.440510"
Lecture,02,8943,0,35,No,100,"2021-07-20 20:17:15.440518"
Lecture,01,6033,0,40,No,100,"2021-07-20 20:17:15.440523"
SEM,01,6109,0,14,No,100,"2021-07-20 20:17:15.440529"
Lecture,01,6015,0,20,No,100,"2021-07-20 20:17:15.440535"
Lecture,01,6478,0,50,No,100,"2021-07-20 20:17:15.440544"
Lecture,01,6108,0,18,No,100,"2021-07-20 20:17:15.440552"
Lecture,01,6092,41,125,No,67.2,"2021-07-20 20:17:15.440561"
Lecture,01,6017,0,25,No,100,"2021-07-20 20:17:15.440569"
Lecture,01,6104,0,30,No,100,"2021-07-20 20:17:15.440577"
SEM,01,6121,0,15,No,100,"2021-07-20 20:17:15.440584"
Lecture,01,6141,0,30,No,100,"2021-07-20 20:17:15.440589"
Lecture,01,8915,0,30,No,100,"2021-07-20 20:17:15.440594"
Lecture,01,6408,1,18,No,94.4444444444444,"2021-07-20 20:17:15.440601"
IND,01,6020,1,1,No,0,"2021-07-20 20:17:15.440610"
IND,01,6022,0,1,No,100,"2021-07-20 20:17:15.440620"
IND,02,10459,1,1,No,0,"2021-07-20 20:17:15.440627"
IND,01,6019,1,1,No,0,"2021-07-20 20:17:15.440635"
IND,02,10460,1,1,No,0,"2021-07-20 20:17:15.440643"
IND,03,10461,1,1,No,0,"2021-07-20 20:17:15.440650"
IND,04,10462,1,1,No,0,"2021-07-20 20:17:15.440655"
IND,01,6021,0,1,No,100,"2021-07-20 20:17:15.440661"
IND,02,10463,1,1,No,0,"2021-07-20 20:17:15.440667"
IND,03,10464,1,1,No,0,"2021-07-20 20:17:15.440671"
IND,04,10465,1,1,No,0,"2021-07-20 20:17:15.440676"
IND,05,10466,1,1,No,0,"2021-07-20 20:17:15.440680"
Lecture,001,6143,0,14,No,100,"2021-07-20 20:17:15.440686"
Discussion,01D,6144,0,14,No,100,"2021-07-20 20:17:15.440691"
Lecture,01,8013,0,20,No,100,"2021-07-20 20:17:15.440696"
Lecture,01,6007,10,15,No,33.3333333333333,"2021-07-20 20:17:15.440700"
Lecture,01,6018,2,25,No,92,"2021-07-20 20:17:15.440706"
Lecture,01,6014,0,15,No,100,"2021-07-20 20:17:15.440711"
IND,01,6066,0,1,No,100,"2021-07-20 20:17:15.440716"
IND,02,10467,1,1,No,0,"2021-07-20 20:17:15.440721"
IND,03,10468,1,1,No,0,"2021-07-20 20:17:15.440726"
IND,04,10469,1,1,No,0,"2021-07-20 20:17:15.440731"
IND,05,10470,1,1,No,0,"2021-07-20 20:17:15.440736"
IND,01,6127,0,1,No,100,"2021-07-20 20:17:15.440742"
IND,02,10471,1,1,No,0,"2021-07-20 20:17:15.440747"
IND,03,10472,1,1,No,0,"2021-07-20 20:17:15.440751"
SEM,01,6024,0,12,No,100,"2021-07-20 20:17:15.440756"
SEM,02,6025,10,12,No,16.6666666666667,"2021-07-20 20:17:15.440761"
SEM,03,6026,8,12,No,33.3333333333333,"2021-07-20 20:17:15.440766"
Lecture,01,6646,0,50,No,100,"2021-07-20 20:03:32.763217"
SEM,01,6638,0,12,No,100,"2021-07-20 20:03:32.763242"
SEM,01,8856,2,18,No,88.8888888888889,"2021-07-20 20:03:32.763253"
Lecture,01,9022,0,45,No,100,"2021-07-20 20:03:32.763262"
SEM,01,6650,0,15,No,100,"2021-07-20 20:03:32.763272"
SEM,01,9133,3,15,No,80,"2021-07-20 20:03:32.763280"
SEM,01,6656,0,13,No,100,"2021-07-20 20:03:32.763288"
SEM,01,6692,2,15,No,86.6666666666667,"2021-07-20 20:03:32.763297"
SEM,01,6677,11,13,No,15.3846153846154,"2021-07-20 20:03:32.763306"
SEM,01,6652,0,12,No,100,"2021-07-20 20:03:32.763314"
SEM,01,9095,0,12,No,100,"2021-07-20 20:03:32.763322"
SEM,01,6682,3,18,No,83.3333333333333,"2021-07-20 20:03:32.763331"
SEM,01,6661,3,15,No,80,"2021-07-20 20:03:32.763339"
SEM,01,4190,0,18,No,100,"2021-07-20 20:03:32.763348"
SEM,01,6641,0,15,No,100,"2021-07-20 20:03:32.763357"
SEM,01,6658,3,13,No,76.9230769230769,"2021-07-20 20:03:32.763368"
SEM,01,9030,5,10,No,50,"2021-07-20 20:03:32.763376"
Lecture,01,9452,0,25,No,100,"2021-07-20 20:03:32.763383"
Lecture,01,7609,0,45,No,100,"2021-07-20 20:03:32.763389"
SEM,01,6670,0,15,No,100,"2021-07-20 20:03:32.763394"
SEM,01,6679,1,14,No,92.8571428571429,"2021-07-20 20:03:32.763400"
SEM,01,9059,0,9,No,100,"2021-07-20 20:03:32.763406"
SEM,01,9068,0,12,No,100,"2021-07-20 20:03:32.763412"
Lecture,01,8199,8,45,No,82.2222222222222,"2021-07-20 20:03:32.763417"
SEM,01,7769,0,18,No,100,"2021-07-20 20:03:32.763422"
SEM,01,6665,0,14,No,100,"2021-07-20 20:03:32.763428"
SEM,01,8982,0,9,No,100,"2021-07-20 20:03:32.763434"
SEM,01,5775,0,12,No,100,"2021-07-20 20:03:32.763440"
SEM,01,9063,0,10,No,100,"2021-07-20 20:03:32.763445"
SEM,01,5773,0,12,No,100,"2021-07-20 20:03:32.763451"
SEM,01,6689,0,10,No,100,"2021-07-20 20:03:32.763456"
Lecture,01,5782,0,25,No,100,"2021-07-20 20:03:32.763461"
SEM,70,10649,2,12,No,83.3333333333333,"2021-07-20 20:03:32.763466"
SEM,01,6649,13,15,No,13.3333333333333,"2021-07-20 20:03:32.763471"
Lecture,01,6646,0,50,No,100,"2021-07-20 20:17:13.808323"
SEM,01,6638,0,12,No,100,"2021-07-20 20:17:13.808340"
SEM,01,8856,2,18,No,88.8888888888889,"2021-07-20 20:17:13.808347"
Lecture,01,9022,0,45,No,100,"2021-07-20 20:17:13.808353"
SEM,01,6650,0,15,No,100,"2021-07-20 20:17:13.808359"
SEM,01,9133,3,15,No,80,"2021-07-20 20:17:13.808364"
SEM,01,6656,0,13,No,100,"2021-07-20 20:17:13.808369"
SEM,01,6692,2,15,No,86.6666666666667,"2021-07-20 20:17:13.808374"
SEM,01,6677,11,13,No,15.3846153846154,"2021-07-20 20:17:13.808379"
SEM,01,6652,0,12,No,100,"2021-07-20 20:17:13.808385"
SEM,01,9095,0,12,No,100,"2021-07-20 20:17:13.808394"
SEM,01,6682,3,18,No,83.3333333333333,"2021-07-20 20:17:13.808399"
SEM,01,6661,3,15,No,80,"2021-07-20 20:17:13.808404"
SEM,01,4190,0,18,No,100,"2021-07-20 20:17:13.808409"
SEM,01,6641,0,15,No,100,"2021-07-20 20:17:13.808414"
SEM,01,6658,3,13,No,76.9230769230769,"2021-07-20 20:17:13.808419"
SEM,01,9030,5,10,No,50,"2021-07-20 20:17:13.808424"
Lecture,01,9452,0,25,No,100,"2021-07-20 20:17:13.808429"
Lecture,01,7609,0,45,No,100,"2021-07-20 20:17:13.808434"
SEM,01,6670,0,15,No,100,"2021-07-20 20:17:13.808439"
SEM,01,6679,1,14,No,92.8571428571429,"2021-07-20 20:17:13.808444"
SEM,01,9059,0,9,No,100,"2021-07-20 20:17:13.808454"
SEM,01,9068,0,12,No,100,"2021-07-20 20:17:13.808459"
Lecture,01,8199,8,45,No,82.2222222222222,"2021-07-20 20:17:13.808464"
SEM,01,7769,0,18,No,100,"2021-07-20 20:17:13.808469"
SEM,01,6665,0,14,No,100,"2021-07-20 20:17:13.808474"
SEM,01,8982,0,9,No,100,"2021-07-20 20:17:13.808478"
SEM,01,5775,0,12,No,100,"2021-07-20 20:17:13.808483"
SEM,01,9063,0,10,No,100,"2021-07-20 20:17:13.808488"
SEM,01,5773,0,12,No,100,"2021-07-20 20:17:13.808493"
SEM,01,6689,0,10,No,100,"2021-07-20 20:17:13.808498"
Lecture,01,5782,0,25,No,100,"2021-07-20 20:17:13.808502"
SEM,70,10649,2,12,No,83.3333333333333,"2021-07-20 20:17:13.808507"
SEM,01,6649,13,15,No,13.3333333333333,"2021-07-20 20:17:13.808512"
SEM,03,10643,12,18,No,33.3333333333333,"2021-07-20 20:03:36.397169"
SEM,03,10643,12,18,No,33.3333333333333,"2021-07-20 20:17:13.757295"
Lecture,01,7312,0,30,No,100,"2021-07-20 20:03:38.968305"
Lecture,01,7312,0,30,No,100,"2021-07-20 20:17:19.377948"
SEM,01,8939,0,15,No,100,"2021-07-20 20:03:39.127981"
SEM,02,5127,1,18,No,94.4444444444444,"2021-07-20 20:03:39.128000"
Lecture,01,9218,0,12,No,100,"2021-07-20 20:03:39.128008"
Lecture,01,9179,0,14,No,100,"2021-07-20 20:03:39.128015"
SEM,01,9226,0,15,No,100,"2021-07-20 20:03:39.128021"
Lecture,01,8940,0,35,No,100,"2021-07-20 20:03:39.128026"
Lecture,02,8941,0,35,No,100,"2021-07-20 20:03:39.128031"
Lecture,01,7255,0,20,No,100,"2021-07-20 20:03:39.128038"
SEM,01,9440,2,11,No,81.8181818181818,"2021-07-20 20:03:39.128043"
Lecture,01,9140,0,12,No,100,"2021-07-20 20:03:39.128049"
Lecture,001,9013,0,30,No,100,"2021-07-20 20:03:39.128057"
Discussion,01D,9014,0,15,No,100,"2021-07-20 20:03:39.128066"
Discussion,02D,10662,0,15,No,100,"2021-07-20 20:03:39.128073"
IND,01,8995,3,3,No,0,"2021-07-20 20:03:39.128081"
IND,02,8996,3,3,No,0,"2021-07-20 20:03:39.128089"
IND,01,9005,3,3,No,0,"2021-07-20 20:03:39.128111"
IND,02,9006,3,3,No,0,"2021-07-20 20:03:39.128119"
IND,01,8993,3,3,No,0,"2021-07-20 20:03:39.128125"
IND,02,8994,3,3,No,0,"2021-07-20 20:03:39.128130"
IND,01,9003,3,3,No,0,"2021-07-20 20:03:39.128135"
IND,02,9004,3,3,No,0,"2021-07-20 20:03:39.128139"
FLD,01,8973,10,10,No,0,"2021-07-20 20:03:39.128148"
FLD,01,9083,10,10,No,0,"2021-07-20 20:03:39.128153"
IND,01,10709,10,10,No,0,"2021-07-20 20:03:39.128158"
Lecture,01,10699,10,10,No,0,"2021-07-20 20:03:39.128163"
Lecture,01,7424,0,10,No,100,"2021-07-20 20:03:39.128169"
SEM,01,10704,10,10,No,0,"2021-07-20 20:03:39.128174"
Lecture,01,9169,14,18,No,22.2222222222222,"2021-07-20 20:03:39.128180"
Lecture,01,8947,13,18,No,27.7777777777778,"2021-07-20 20:03:39.128186"
SEM,01,9017,7,10,No,30,"2021-07-20 20:03:39.128195"
SEM,02,4944,15,18,No,16.6666666666667,"2021-07-20 20:03:39.128203"
IND,01,9152,3,3,No,0,"2021-07-20 20:03:39.128210"
IND,02,9153,3,3,No,0,"2021-07-20 20:03:39.128219"
IND,03,9154,3,3,No,0,"2021-07-20 20:03:39.128227"
IND,01,9155,3,3,No,0,"2021-07-20 20:03:39.128235"
IND,02,9156,3,3,No,0,"2021-07-20 20:03:39.128243"
IND,03,9157,3,3,No,0,"2021-07-20 20:03:39.128252"
IND,01,9159,3,3,No,0,"2021-07-20 20:03:39.128261"
IND,02,9160,3,3,No,0,"2021-07-20 20:03:39.128271"
IND,03,9161,3,3,No,0,"2021-07-20 20:03:39.128280"
IND,01,9162,3,3,No,0,"2021-07-20 20:03:39.128288"
IND,02,9163,3,3,No,0,"2021-07-20 20:03:39.128296"
IND,03,9164,3,3,No,0,"2021-07-20 20:03:39.128305"
SEM,01,9121,1,5,No,80,"2021-07-20 20:03:39.128314"
IND,01,9000,3,3,No,0,"2021-07-20 20:03:39.128328"
IND,02,9001,3,3,No,0,"2021-07-20 20:03:39.128337"
IND,03,9002,3,3,No,0,"2021-07-20 20:03:39.128345"
IND,01,9010,3,3,No,0,"2021-07-20 20:03:39.128354"
IND,02,9011,3,3,No,0,"2021-07-20 20:03:39.128364"
IND,03,9012,3,3,No,0,"2021-07-20 20:03:39.128373"
IND,01,8997,3,3,No,0,"2021-07-20 20:03:39.128383"
IND,02,8998,3,3,No,0,"2021-07-20 20:03:39.128394"
IND,03,8999,3,3,No,0,"2021-07-20 20:03:39.128403"
IND,01,9007,3,3,No,0,"2021-07-20 20:03:39.128412"
IND,02,9008,3,3,No,0,"2021-07-20 20:03:39.128421"
IND,03,9009,3,3,No,0,"2021-07-20 20:03:39.128431"
SEM,01,8939,0,15,No,100,"2021-07-20 20:17:20.042755"
SEM,02,5127,1,18,No,94.4444444444444,"2021-07-20 20:17:20.042775"
Lecture,01,9218,0,12,No,100,"2021-07-20 20:17:20.042782"
Lecture,01,9179,0,14,No,100,"2021-07-20 20:17:20.042788"
SEM,01,9226,0,15,No,100,"2021-07-20 20:17:20.042793"
Lecture,01,8940,0,35,No,100,"2021-07-20 20:17:20.042798"
Lecture,02,8941,0,35,No,100,"2021-07-20 20:17:20.042803"
Lecture,01,7255,0,20,No,100,"2021-07-20 20:17:20.042808"
SEM,01,9440,2,11,No,81.8181818181818,"2021-07-20 20:17:20.042813"
Lecture,01,9140,0,12,No,100,"2021-07-20 20:17:20.042819"
Lecture,001,9013,0,30,No,100,"2021-07-20 20:17:20.042824"
Discussion,01D,9014,0,15,No,100,"2021-07-20 20:17:20.042829"
Discussion,02D,10662,0,15,No,100,"2021-07-20 20:17:20.042834"
IND,01,8995,3,3,No,0,"2021-07-20 20:17:20.042839"
IND,02,8996,3,3,No,0,"2021-07-20 20:17:20.042843"
IND,01,9005,3,3,No,0,"2021-07-20 20:17:20.042848"
IND,02,9006,3,3,No,0,"2021-07-20 20:17:20.042853"
IND,01,8993,3,3,No,0,"2021-07-20 20:17:20.042857"
IND,02,8994,3,3,No,0,"2021-07-20 20:17:20.042862"
IND,01,9003,3,3,No,0,"2021-07-20 20:17:20.042867"
IND,02,9004,3,3,No,0,"2021-07-20 20:17:20.042872"
FLD,01,8973,10,10,No,0,"2021-07-20 20:17:20.042877"
FLD,01,9083,10,10,No,0,"2021-07-20 20:17:20.042882"
IND,01,10709,10,10,No,0,"2021-07-20 20:17:20.042887"
Lecture,01,10699,10,10,No,0,"2021-07-20 20:17:20.042891"
Lecture,01,7424,0,10,No,100,"2021-07-20 20:17:20.042897"
SEM,01,10704,10,10,No,0,"2021-07-20 20:17:20.042902"
Lecture,01,9169,14,18,No,22.2222222222222,"2021-07-20 20:17:20.042906"
Lecture,01,8947,13,18,No,27.7777777777778,"2021-07-20 20:17:20.042911"
SEM,01,9017,7,10,No,30,"2021-07-20 20:17:20.042916"
SEM,02,4944,15,18,No,16.6666666666667,"2021-07-20 20:17:20.042921"
IND,01,9152,3,3,No,0,"2021-07-20 20:17:20.042926"
IND,02,9153,3,3,No,0,"2021-07-20 20:17:20.042930"
IND,03,9154,3,3,No,0,"2021-07-20 20:17:20.042935"
IND,01,9155,3,3,No,0,"2021-07-20 20:17:20.042939"
IND,02,9156,3,3,No,0,"2021-07-20 20:17:20.042944"
IND,03,9157,3,3,No,0,"2021-07-20 20:17:20.042948"
IND,01,9159,3,3,No,0,"2021-07-20 20:17:20.042953"
IND,02,9160,3,3,No,0,"2021-07-20 20:17:20.042957"
IND,03,9161,3,3,No,0,"2021-07-20 20:17:20.042961"
IND,01,9162,3,3,No,0,"2021-07-20 20:17:20.042965"
IND,02,9163,3,3,No,0,"2021-07-20 20:17:20.042970"
IND,03,9164,3,3,No,0,"2021-07-20 20:17:20.042974"
SEM,01,9121,1,5,No,80,"2021-07-20 20:17:20.042979"
IND,01,9000,3,3,No,0,"2021-07-20 20:17:20.042983"
IND,02,9001,3,3,No,0,"2021-07-20 20:17:20.042988"
IND,03,9002,3,3,No,0,"2021-07-20 20:17:20.042992"
IND,01,9010,3,3,No,0,"2021-07-20 20:17:20.042997"
IND,02,9011,3,3,No,0,"2021-07-20 20:17:20.043001"
IND,03,9012,3,3,No,0,"2021-07-20 20:17:20.043005"
IND,01,8997,3,3,No,0,"2021-07-20 20:17:20.043010"
IND,02,8998,3,3,No,0,"2021-07-20 20:17:20.043014"
IND,03,8999,3,3,No,0,"2021-07-20 20:17:20.043019"
IND,01,9007,3,3,No,0,"2021-07-20 20:17:20.043023"
IND,02,9008,3,3,No,0,"2021-07-20 20:17:20.043028"
IND,03,9009,3,3,No,0,"2021-07-20 20:17:20.043033"
Lecture,01,9122,0,18,No,100,"2021-07-20 20:03:44.263345"
Lecture,01,9021,0,45,No,100,"2021-07-20 20:03:44.263391"
SEM,01,6674,0,15,No,100,"2021-07-20 20:03:44.263402"
SEM,01,9093,0,12,No,100,"2021-07-20 20:03:44.263407"
Lecture,01,10753,14,15,No,6.66666666666667,"2021-07-20 20:03:44.263414"
SEM,01,6872,5,18,No,72.2222222222222,"2021-07-20 20:03:44.263420"
Lecture,01,5707,0,18,No,100,"2021-07-20 20:03:44.263425"
Lecture,01,6575,0,17,No,100,"2021-07-20 20:03:44.263432"
Lecture,01,7678,19,40,No,52.5,"2021-07-20 20:03:44.263438"
Lecture,01,7611,0,45,No,100,"2021-07-20 20:03:44.263461"
Lecture,01,6387,0,35,No,100,"2021-07-20 20:03:44.263468"
SEM,01,8974,0,12,No,100,"2021-07-20 20:03:44.263476"
SEM,02,8975,0,12,No,100,"2021-07-20 20:03:44.263481"
SEM,01,9184,0,15,No,100,"2021-07-20 20:03:44.263487"
SEM,01,8901,0,16,No,100,"2021-07-20 20:03:44.263492"
SEM,01,9079,0,18,No,100,"2021-07-20 20:03:44.263514"
SEM,01,8889,11,16,No,31.25,"2021-07-20 20:03:44.263529"
SEM,01,7771,0,18,No,100,"2021-07-20 20:03:44.263536"
SEM,01,8979,0,15,No,100,"2021-07-20 20:03:44.263542"
SEM,01,6634,0,12,No,100,"2021-07-20 20:03:44.263547"
SEM,01,8981,0,9,No,100,"2021-07-20 20:03:44.263553"
SEM,01,9057,0,9,No,100,"2021-07-20 20:03:44.263559"
SEM,01,9062,0,10,No,100,"2021-07-20 20:03:44.263564"
SEM,01,9067,0,12,No,100,"2021-07-20 20:03:44.263569"
SEM,01,9174,0,12,No,100,"2021-07-20 20:03:44.263574"
IND,01,9209,3,3,No,0,"2021-07-20 20:03:44.263579"
IND,02,9210,3,3,No,0,"2021-07-20 20:03:44.263584"
IND,03,9211,3,3,No,0,"2021-07-20 20:03:44.263588"
IND,04,9212,3,3,No,0,"2021-07-20 20:03:44.263593"
IND,01,8985,2,3,No,33.3333333333333,"2021-07-20 20:03:44.263599"
IND,02,8986,2,3,No,33.3333333333333,"2021-07-20 20:03:44.263603"
IND,03,8987,3,3,No,0,"2021-07-20 20:03:44.263608"
IND,04,8988,2,3,No,33.3333333333333,"2021-07-20 20:03:44.263612"
IND,05,8989,2,3,No,33.3333333333333,"2021-07-20 20:03:44.263617"
SEM,01,5722,8,18,No,55.5555555555556,"2021-07-20 20:03:44.263622"
IND,01,9213,3,3,No,0,"2021-07-20 20:03:44.263627"
IND,02,9214,3,3,No,0,"2021-07-20 20:03:44.263631"
IND,03,9215,3,3,No,0,"2021-07-20 20:03:44.263636"
IND,04,9216,3,3,No,0,"2021-07-20 20:03:44.263640"
Lecture,01,9122,0,18,No,100,"2021-07-20 20:17:24.614742"
Lecture,01,9021,0,45,No,100,"2021-07-20 20:17:24.614769"
SEM,01,6674,0,15,No,100,"2021-07-20 20:17:24.614778"
SEM,01,9093,0,12,No,100,"2021-07-20 20:17:24.614786"
Lecture,01,10753,14,15,No,6.66666666666667,"2021-07-20 20:17:24.614795"
SEM,01,6872,5,18,No,72.2222222222222,"2021-07-20 20:17:24.614803"
Lecture,01,5707,0,18,No,100,"2021-07-20 20:17:24.614812"
Lecture,01,6575,0,17,No,100,"2021-07-20 20:17:24.614821"
Lecture,01,7678,19,40,No,52.5,"2021-07-20 20:17:24.614829"
Lecture,01,7611,0,45,No,100,"2021-07-20 20:17:24.614838"
Lecture,01,6387,0,35,No,100,"2021-07-20 20:17:24.614893"
SEM,01,8974,0,12,No,100,"2021-07-20 20:17:24.614905"
SEM,02,8975,0,12,No,100,"2021-07-20 20:17:24.614914"
SEM,01,9184,0,15,No,100,"2021-07-20 20:17:24.614923"
SEM,01,8901,0,16,No,100,"2021-07-20 20:17:24.614933"
SEM,01,9079,0,18,No,100,"2021-07-20 20:17:24.614942"
SEM,01,8889,11,16,No,31.25,"2021-07-20 20:17:24.614951"
SEM,01,7771,0,18,No,100,"2021-07-20 20:17:24.614959"
SEM,01,8979,0,15,No,100,"2021-07-20 20:17:24.614968"
SEM,01,6634,0,12,No,100,"2021-07-20 20:17:24.614976"
SEM,01,8981,0,9,No,100,"2021-07-20 20:17:24.614984"
SEM,01,9057,0,9,No,100,"2021-07-20 20:17:24.614993"
SEM,01,9062,0,10,No,100,"2021-07-20 20:17:24.615002"
SEM,01,9067,0,12,No,100,"2021-07-20 20:17:24.615010"
SEM,01,9174,0,12,No,100,"2021-07-20 20:17:24.615018"
IND,01,9209,3,3,No,0,"2021-07-20 20:17:24.615027"
IND,02,9210,3,3,No,0,"2021-07-20 20:17:24.615074"
IND,03,9211,3,3,No,0,"2021-07-20 20:17:24.615093"
IND,04,9212,3,3,No,0,"2021-07-20 20:17:24.615101"
IND,01,8985,2,3,No,33.3333333333333,"2021-07-20 20:17:24.615174"
