course_name,catalog_num,topic,course_number
Internship,CINE 395,-,8988
Internship,CINE 395,-,8989
Special Topics In Cinematic Arts,CINE 490S,MUSIC! ACTION! FRENCH CINEMA,5722
Independent Study,CINE 491,-,9213
Independent Study,CINE 491,-,9214
Independent Study,CINE 491,-,9215
Independent Study,CINE 491,-,9216
LGBTQ/Queer Cinema and Cultural Production,CINE 142,-,9122
History of Documentary Film,CINE 202,-,9021
Documentary and Policy: How Documentary Influences Policy,CINE 207S,-,6674
The Silent Film: An Introduction,CINE 208S,-,9093
Film Genres,CINE 210,-,10753
"Sound, Music, and the Moving Image",CINE 230S,-,6872
Italian Cinema,CINE 254,-,5707
World of Korean Cinema,CINE 256,-,6575
Indian Cinema & Social Change,CINE 259,-,7678
Religion and Film,CINE 273,-,7611
Spies Like Us: Screening Cold War Espionage,CINE 274,-,6387
Moving Image Practice,CINE 301S,-,8974
Moving Image Practice,CINE 301S,-,8975
Writing the Short Film,CINE 303S,-,9184
Ready for Prime Time: Writing the Dramatic TV Episode,CINE 304S,-,8901
Writing the Movie. Introduction to the Theory and Practice of Writing for the Screen,CINE 306S,-,9079
Acting For the Camera,CINE 310S,-,8889
Environmental Issues & the Documentary Arts,CINE 315S,-,7771
Film Animation Production,CINE 320S,-,8979
The Documentary Experience: A Video Approach,CINE 331S,-,6634
Sound for Film and Video,CINE 350S,-,8981
Cinematography,CINE 355S,-,9057
16mm Film Production,CINE 356S,-,9062
Editing for Film and Video,CINE 357S,-,9067
Graphic Design in Motion,CINE 381S,-,9174
Independent Study,CINE 391,-,9209
Independent Study,CINE 391,-,9210
Independent Study,CINE 391,-,9211
Independent Study,CINE 391,-,9212
Internship,CINE 395,-,8985
Internship,CINE 395,-,8986
Internship,CINE 395,-,8987
Internship,CINE 395,-,8988
Internship,CINE 395,-,8989
Special Topics In Cinematic Arts,CINE 490S,MUSIC! ACTION! FRENCH CINEMA,5722
Independent Study,CINE 491,-,9213
Independent Study,CINE 491,-,9214
Independent Study,CINE 491,-,9215
Independent Study,CINE 491,-,9216
First-Year Seminar,CLST 89S,TROY: EXCAVATING AN EPIC,5128
Principles of Archaeology,CLST 144,-,5134
Classical Etymology: The Greek and Latin Roots of English,CLST 151,-,5152
Liberty and Equality: Ancient and Modern Perspectives,CLST 170FS,-,5147
History of Ancient Philosophy,CLST 271,-,4446
Roman History,CLST 284,-,5129
Drama of Ancient Rome,CLST 304,-,5131
Ancient Athenian Law,CLST 307,-,5166
First-Year Seminar,CLST 89S,TROY: EXCAVATING AN EPIC,5128
Principles of Archaeology,CLST 144,-,5134
Classical Etymology: The Greek and Latin Roots of English,CLST 151,-,5152
Liberty and Equality: Ancient and Modern Perspectives,CLST 170FS,-,5147
History of Ancient Philosophy,CLST 271,-,4446
Roman History,CLST 284,-,5129
Drama of Ancient Rome,CLST 304,-,5131
Ancient Athenian Law,CLST 307,-,5166
Economic Principles,ECON 101D,-,6113
Economic Principles,ECON 101D,-,6114
Economic Principles,ECON 101D,-,6115
Economic Principles,ECON 101D,-,6116
Economic Principles,ECON 101D,-,6117
Economic Principles,ECON 101D,-,6118
Statistical Foundations of Econometrics and Data Science,ECON 104D,-,6130
Statistical Foundations of Econometrics and Data Science,ECON 104D,-,6131
Statistical Foundations of Econometrics and Data Science,ECON 104D,-,6132
Statistical Foundations of Econometrics and Data Science,ECON 104D,-,6133
Statistical Foundations of Econometrics and Data Science,ECON 104D,-,6134
Statistical Foundations of Econometrics and Data Science,ECON 104D,-,6135
Globalization and Corporate Citizenship,ECON 112FS,-,7296
Introduction to Political Economy,ECON 119,-,6448
Financial Accounting,ECON 174,-,6009
Focus Program Topics in Economics,ECON 190FS,FREEDOM & HISTORY OF ECONOMICS,6010
Focus Program Topics in Economics,ECON 190FS,THINKING THROUGH MODELS,6011
Intermediate Microeconomics I,ECON 201D,-,6036
Intermediate Microeconomics I,ECON 201D,-,6037
Intermediate Microeconomics I,ECON 201D,-,6038
Intermediate Microeconomics I,ECON 201D,-,6039
Intermediate Microeconomics I,ECON 201D,-,6040
Intermediate Microeconomics I,ECON 201D,-,6041
Econometrics and Data Science,ECON 204D,-,6138
Econometrics and Data Science,ECON 204D,-,6139
Econometrics and Data Science,ECON 204D,-,6140
Intermediate Microeconomics II,ECON 205D,-,6042
Intermediate Microeconomics II,ECON 205D,-,6043
Intermediate Microeconomics II,ECON 205D,-,6044
Intermediate Microeconomics II,ECON 205D,-,6045
Intermediate Microeconomics II,ECON 205D,-,6046
Intermediate Microeconomics II,ECON 205D,-,6047
Intermediate Macroeconomics,ECON 210D,-,6048
Intermediate Macroeconomics,ECON 210D,-,6049
Intermediate Macroeconomics,ECON 210D,-,6050
Intermediate Macroeconomics,ECON 210D,-,6051
Intermediate Macroeconomics,ECON 210D,-,6052
Intermediate Macroeconomics,ECON 210D,-,6053
Engineering Systems Optimization and Economics,ECON 212,-,8068
Legal Issues for the Performing Arts,ECON 223S,-,8892
Personal Finance,ECON 254,-,10079
Shakespeare & Financial Markets: Why This Time is Never Different,ECON 255S,-,6123
Practical Financial Markets,ECON 256,-,6126
Amazon.com and the Cybereconomy,ECON 273,-,4204
"Denial, Faith, Reason: Sustainability and Survival",ECON 285,-,7973
Selected Topics In Economics,ECON 290,SLAVERY AND FREEDOM IN THE US,8193
History of International Financial and Monetary Crises,ECON 305,-,6101
History of Economic Thought,ECON 311,-,6012
Social Inequalities and Low-Wage Work,ECON 337S,-,6128
Economics of the Public Sector,ECON 338,-,7966
Economics of the Public Sector,ECON 338,-,7967
Environmental Economics and Policy,ECON 339,-,8676
History of Art Markets,ECON 344,-,8942
History of Art Markets,ECON 344,-,8943
Women in the Economy,ECON 348,-,6033
The Economic and Political Performance of Civilizations,ECON 351S,-,6109
International Trade,ECON 355,-,6015
Discovering Game Theory: Social Complexity and Strategic Interdependence,ECON 362,-,6478
Global Capital Markets,ECON 370,-,6108
Asset Pricing and Risk Management,ECON 372,-,6092
Corporate Finance,ECON 373,-,6017
The Economics of Entrepreneurship,ECON 375,-,6104
Inside Hedge Funds,ECON 381S,-,6121
Foreign Exchange Markets,ECON 383,-,6141
Investing in Emerging Markets,ECON 384,-,8915
"Politics, Philosophy, and Economics Capstone",ECON 389,-,6408
Independent Study,ECON 391,-,6020
Independent Study,ECON 392,-,6022
Independent Study,ECON 392,-,10459
Research Independent Study,ECON 393,-,6019
Research Independent Study,ECON 393,-,10460
Research Independent Study,ECON 393,-,10461
Research Independent Study,ECON 393,-,10462
Research Independent Study,ECON 394,-,6021
Research Independent Study,ECON 394,-,10463
Research Independent Study,ECON 394,-,10464
Research Independent Study,ECON 394,-,10465
Research Independent Study,ECON 394,-,10466
Soviet and Post-Soviet Economic History,ECON 407D,-,6143
Soviet and Post-Soviet Economic History,ECON 407D,-,6144
Global Inequality Research,ECON 436,-,8013
Economic Growth,ECON 452,-,6007
Competitive Strategy and Industrial Organization,ECON 464,-,6018
Financial Markets and Investment,ECON 471,-,6014
Honors Research Independent Study,ECON 493,-,6066
Honors Research Independent Study,ECON 493,-,10467
Honors Research Independent Study,ECON 493,-,10468
Honors Research Independent Study,ECON 493,-,10469
Honors Research Independent Study,ECON 493,-,10470
Research Independent Study,ECON 494,-,6127
Research Independent Study,ECON 494,-,10471
Research Independent Study,ECON 494,-,10472
Honors Seminar I,ECON 495S,-,6024
Honors Seminar I,ECON 495S,-,6025
Honors Seminar I,ECON 495S,-,6026
Economic Principles,ECON 101D,-,6113
Economic Principles,ECON 101D,-,6114
Economic Principles,ECON 101D,-,6115
Economic Principles,ECON 101D,-,6116
Economic Principles,ECON 101D,-,6117
Economic Principles,ECON 101D,-,6118
Statistical Foundations of Econometrics and Data Science,ECON 104D,-,6130
Statistical Foundations of Econometrics and Data Science,ECON 104D,-,6131
Statistical Foundations of Econometrics and Data Science,ECON 104D,-,6132
Statistical Foundations of Econometrics and Data Science,ECON 104D,-,6133
Statistical Foundations of Econometrics and Data Science,ECON 104D,-,6134
Statistical Foundations of Econometrics and Data Science,ECON 104D,-,6135
Globalization and Corporate Citizenship,ECON 112FS,-,7296
Introduction to Political Economy,ECON 119,-,6448
Financial Accounting,ECON 174,-,6009
Focus Program Topics in Economics,ECON 190FS,FREEDOM & HISTORY OF ECONOMICS,6010
Focus Program Topics in Economics,ECON 190FS,THINKING THROUGH MODELS,6011
Intermediate Microeconomics I,ECON 201D,-,6036
Intermediate Microeconomics I,ECON 201D,-,6037
Intermediate Microeconomics I,ECON 201D,-,6038
Intermediate Microeconomics I,ECON 201D,-,6039
Intermediate Microeconomics I,ECON 201D,-,6040
Intermediate Microeconomics I,ECON 201D,-,6041
Econometrics and Data Science,ECON 204D,-,6138
Econometrics and Data Science,ECON 204D,-,6139
Econometrics and Data Science,ECON 204D,-,6140
Intermediate Microeconomics II,ECON 205D,-,6042
Intermediate Microeconomics II,ECON 205D,-,6043
Intermediate Microeconomics II,ECON 205D,-,6044
Intermediate Microeconomics II,ECON 205D,-,6045
Intermediate Microeconomics II,ECON 205D,-,6046
Intermediate Microeconomics II,ECON 205D,-,6047
Intermediate Macroeconomics,ECON 210D,-,6048
Intermediate Macroeconomics,ECON 210D,-,6049
Intermediate Macroeconomics,ECON 210D,-,6050
Intermediate Macroeconomics,ECON 210D,-,6051
Intermediate Macroeconomics,ECON 210D,-,6052
Intermediate Macroeconomics,ECON 210D,-,6053
Engineering Systems Optimization and Economics,ECON 212,-,8068
Legal Issues for the Performing Arts,ECON 223S,-,8892
Personal Finance,ECON 254,-,10079
Shakespeare & Financial Markets: Why This Time is Never Different,ECON 255S,-,6123
Practical Financial Markets,ECON 256,-,6126
Amazon.com and the Cybereconomy,ECON 273,-,4204
"Denial, Faith, Reason: Sustainability and Survival",ECON 285,-,7973
Selected Topics In Economics,ECON 290,SLAVERY AND FREEDOM IN THE US,8193
History of International Financial and Monetary Crises,ECON 305,-,6101
History of Economic Thought,ECON 311,-,6012
Social Inequalities and Low-Wage Work,ECON 337S,-,6128
Economics of the Public Sector,ECON 338,-,7966
Economics of the Public Sector,ECON 338,-,7967
Environmental Economics and Policy,ECON 339,-,8676
History of Art Markets,ECON 344,-,8942
History of Art Markets,ECON 344,-,8943
Women in the Economy,ECON 348,-,6033
The Economic and Political Performance of Civilizations,ECON 351S,-,6109
International Trade,ECON 355,-,6015
Discovering Game Theory: Social Complexity and Strategic Interdependence,ECON 362,-,6478
Global Capital Markets,ECON 370,-,6108
Asset Pricing and Risk Management,ECON 372,-,6092
Corporate Finance,ECON 373,-,6017
The Economics of Entrepreneurship,ECON 375,-,6104
Inside Hedge Funds,ECON 381S,-,6121
Foreign Exchange Markets,ECON 383,-,6141
Investing in Emerging Markets,ECON 384,-,8915
"Politics, Philosophy, and Economics Capstone",ECON 389,-,6408
Independent Study,ECON 391,-,6020
Independent Study,ECON 392,-,6022
Independent Study,ECON 392,-,10459
Research Independent Study,ECON 393,-,6019
Research Independent Study,ECON 393,-,10460
Research Independent Study,ECON 393,-,10461
Research Independent Study,ECON 393,-,10462
Research Independent Study,ECON 394,-,6021
Research Independent Study,ECON 394,-,10463
Research Independent Study,ECON 394,-,10464
Research Independent Study,ECON 394,-,10465
Research Independent Study,ECON 394,-,10466
Soviet and Post-Soviet Economic History,ECON 407D,-,6143
Soviet and Post-Soviet Economic History,ECON 407D,-,6144
Global Inequality Research,ECON 436,-,8013
Economic Growth,ECON 452,-,6007
Competitive Strategy and Industrial Organization,ECON 464,-,6018
Financial Markets and Investment,ECON 471,-,6014
Honors Research Independent Study,ECON 493,-,6066
Honors Research Independent Study,ECON 493,-,10467
Honors Research Independent Study,ECON 493,-,10468
Honors Research Independent Study,ECON 493,-,10469
Honors Research Independent Study,ECON 493,-,10470
Research Independent Study,ECON 494,-,6127
Research Independent Study,ECON 494,-,10471
Research Independent Study,ECON 494,-,10472
Honors Seminar I,ECON 495S,-,6024
Honors Seminar I,ECON 495S,-,6025
Honors Seminar I,ECON 495S,-,6026
First-Year Seminar,AMES 89S,ASIAN AMERICAN FEMINISMS,10642
Documenting the Middle East: Community and Oral History,AMES 106FS,-,8855
"Self, Society and Art in Modern Hinduism",AMES 111,-,7604
"Scripture: Judaism, Christianity, and Islam",AMES 138,-,7663
History of Chinese Medicine,AMES 142,-,7009
Chinese Music Ensemble,AMES 145,-,6909
Indian Civilization,AMES 157S,-,6991
Ancient and Early Modern Japan,AMES 167,-,6964
World of Korean Cinema,AMES 171,-,6573
The Turks: From Ottoman Empire to European Union,AMES 186,-,6570
Games and Culture: Gateway to the Study of Games,AMES 188FS,-,6627
Women and Gender in the Middle East,AMES 189,-,6592
Special Topics in Asian & Middle Eastern Studies,AMES 190S,KOREAN POPULAR MUSIC (K-POP),6613
Special Topics in Asian & Middle Eastern Studies,AMES 190S,MUSIC OF THE MIDDLE EAST,6614
Special Topics in Asian & Middle Eastern Studies,AMES 190S,POP MUSIC OF ASIA AND ASIAN AM,6903
Special Topics in Asian & Middle Eastern Studies,AMES 190S,COMPARATIVE POSTCOLONIALISMS,10177
Indian Literature of Marginalized Society,AMES 191,-,6626
Gateway Seminar: Rethinking Asia and the Middle East,AMES 195S,-,6615
Clash of Civilizations: In the Heart of Europe,AMES 206FS,-,6620
Muslim Ethics and Islamic Law: Issues and Debates,AMES 206S,-,7653
"Silk Roads and China, Ancient and Medieval Transformations",AMES 207,-,7002
Elements of Linguistic Structure,AMES 219,-,4380
Indian Cinema & Social Change,AMES 222,-,7677
Jerusalem,AMES 232S,-,9227
Cross-Cultural Encounters,AMES 235S,-,7671
Four Funerals and a Wedding: Introduction to Chinese Religious Life,AMES 257,-,7666
The Tokyo Idea: Visualizing a Global City,AMES 258,-,9219
Voices in Marketing: Advertising in Chinese,AMES 277T,-,4423
Bilingualism,AMES 308S,-,6566
Asian Religion and Knowledge of the Other,AMES 312S,-,9813
Modern Buddhism in Asia and America,AMES 323S,-,9482
Chinatowns: A Cultural History,AMES 335,-,6586
Chinatowns: A Cultural History,AMES 335,-,6587
Global Apple: Life and Death and the Digital Revolution,AMES 360S,-,4182
Special Topics,AMES 390S,J-HORROR AND CINEPHILIA,6596
Independent Study,AMES 391,-,2059
Independent Study,AMES 391,-,2060
Independent Study,AMES 391,-,2061
Geopolitics and Culture: Islamic States from the Ottomans to ISIS,AMES 408S,-,6600
"Chinese Media and Popular Culture: Politics, Ideology, and Social Change",AMES 435S,-,6610
Research Independent Study,AMES 493,-,2062
Research Independent Study,AMES 493,-,2063
Research Independent Study,AMES 493,-,2064
Research Independent Study,AMES 493,-,2065
Research Independent Study,AMES 493,-,2066
Research Independent Study,AMES 493,-,2067
Research Independent Study,AMES 493,-,2068
Research Independent Study,AMES 493,-,2069
Research Independent Study,AMES 493,-,2070
Research Independent Study,AMES 493,-,2071
Collaborative Research Projects,AMES 495,-,2072
Collaborative Research Projects,AMES 495,-,2073
Collaborative Research Projects,AMES 495,-,2074
Collaborative Research Projects,AMES 495,-,2075
Senior Honors Thesis Seminar,AMES 498S,-,6606
First-Year Seminar,AMES 89S,ASIAN AMERICAN FEMINISMS,10642
Documenting the Middle East: Community and Oral History,AMES 106FS,-,8855
"Self, Society and Art in Modern Hinduism",AMES 111,-,7604
"Scripture: Judaism, Christianity, and Islam",AMES 138,-,7663
History of Chinese Medicine,AMES 142,-,7009
Chinese Music Ensemble,AMES 145,-,6909
Indian Civilization,AMES 157S,-,6991
Ancient and Early Modern Japan,AMES 167,-,6964
World of Korean Cinema,AMES 171,-,6573
The Turks: From Ottoman Empire to European Union,AMES 186,-,6570
Games and Culture: Gateway to the Study of Games,AMES 188FS,-,6627
Women and Gender in the Middle East,AMES 189,-,6592
Special Topics in Asian & Middle Eastern Studies,AMES 190S,KOREAN POPULAR MUSIC (K-POP),6613
Special Topics in Asian & Middle Eastern Studies,AMES 190S,MUSIC OF THE MIDDLE EAST,6614
Special Topics in Asian & Middle Eastern Studies,AMES 190S,POP MUSIC OF ASIA AND ASIAN AM,6903
Special Topics in Asian & Middle Eastern Studies,AMES 190S,COMPARATIVE POSTCOLONIALISMS,10177
Indian Literature of Marginalized Society,AMES 191,-,6626
Gateway Seminar: Rethinking Asia and the Middle East,AMES 195S,-,6615
Clash of Civilizations: In the Heart of Europe,AMES 206FS,-,6620
Muslim Ethics and Islamic Law: Issues and Debates,AMES 206S,-,7653
"Silk Roads and China, Ancient and Medieval Transformations",AMES 207,-,7002
Elements of Linguistic Structure,AMES 219,-,4380
Indian Cinema & Social Change,AMES 222,-,7677
Jerusalem,AMES 232S,-,9227
Cross-Cultural Encounters,AMES 235S,-,7671
Four Funerals and a Wedding: Introduction to Chinese Religious Life,AMES 257,-,7666
The Tokyo Idea: Visualizing a Global City,AMES 258,-,9219
Voices in Marketing: Advertising in Chinese,AMES 277T,-,4423
Bilingualism,AMES 308S,-,6566
Asian Religion and Knowledge of the Other,AMES 312S,-,9813
Modern Buddhism in Asia and America,AMES 323S,-,9482
Chinatowns: A Cultural History,AMES 335,-,6586
Chinatowns: A Cultural History,AMES 335,-,6587
Global Apple: Life and Death and the Digital Revolution,AMES 360S,-,4182
Special Topics,AMES 390S,J-HORROR AND CINEPHILIA,6596
Independent Study,AMES 391,-,2059
Independent Study,AMES 391,-,2060
Independent Study,AMES 391,-,2061
Geopolitics and Culture: Islamic States from the Ottomans to ISIS,AMES 408S,-,6600
"Chinese Media and Popular Culture: Politics, Ideology, and Social Change",AMES 435S,-,6610
Research Independent Study,AMES 493,-,2062
Research Independent Study,AMES 493,-,2063
Research Independent Study,AMES 493,-,2064
Research Independent Study,AMES 493,-,2065
Research Independent Study,AMES 493,-,2066
Research Independent Study,AMES 493,-,2067
Research Independent Study,AMES 493,-,2068
Research Independent Study,AMES 493,-,2069
